measurement_date,upstream_water_level,downstream_water_level,inflow_rate,outflow_rate
2018 Feb 03,171.21,67.10,26000,21200
2018 Feb 04,170.18,65.01,7400,13000
2018 Feb 05,170.85,65.13,7400,12500
2018 Feb 06,170.65,64.95,7400,11800
2018 Feb 07,170.45,64.61,7200,11800
2018 Feb 08,170.26,65.00,7180,11800
2018 Feb 09,170.24,65.15,6700,10800
2018 Feb 10,170.18,64.89,6600,10100
2018 Feb 11,170.07,64.85,6600,10100
2018 Feb 12,169.95,65.11,5800,8440
2018 Feb 13,169.85,65.36,5500,8460
2018 Feb 14,169.71,65.63,5500,8510
2018 Feb 15,169.56,65.48,5300,8480
2018 Feb 16,169.40,65.30,5000,8490
2018 Feb 17,169.17,65.25,4800,8500
2018 Feb 18,168.91,65.31,4300,8520
2018 Feb 19,168.70,65.27,4100,8520
2018 Feb 20,168.44,65.30,4100,8550
2018 Feb 21,168.24,65.09,4300,8550
2018 Feb 22,168.09,65.06,4300,8570
2018 Feb 23,167.73,64.50,4500,8570
2018 Feb 24,167.46,65.19,4500,8650
2018 Feb 25,167.16,64.96,4400,8630
2018 Feb 26,170.65,64.95,7400,11800
2018 Feb 27,170.45,64.61,7200,11800
2018 Feb 28,170.26,65.00,7180,11800
2018 Mar 01,165.89,65.32,4300,8770
2018 Mar 02,165.56,65.27,4200,8780
2018 Mar 03,165.26,65.96,4300,8920
2018 Mar 04,165.20,66.33,4300,8960
2018 Mar 05,164.75,66.25,4800,8970
2018 Mar 06,164.47,65.80,4900,8960
2018 Mar 07,164.28,65.72,4900,8950
2018 Mar 08,163.99,65.69,5000,8990
2018 Mar 09,163.77,65.83,5400,9030
2018 Mar 10,163.65,65.83,5500,9030
2018 Mar 11,163.43,65.66,5500,9040
2018 Mar 12,163.26,65.84,5600,9040
2018 Mar 13,163.16,65.83,5700,9090
2018 Mar 14,163.00,66.08,5700,9110
2018 Mar 15,162.74,65.77,5700,9100
2018 Mar 16,162.38,65.82,5700,9150
2018 Mar 17,162.25,65.82,5800,9150
2018 Mar 18,162.09,65.74,5800,9160
2018 Mar 19,161.86,65.79,5800,9180
2018 Mar 20,161.67,65.87,5800,9220
2018 Mar 21,161.64,65.60,6200,9190
2018 Mar 22,161.67,64.98,6700,9150
2018 Mar 23,161.65,64.86,7000,9140
2018 Mar 24,161.57,65.06,6800,9170
2018 Mar 25,161.63,65.37,7000,9190
2018 Mar 26,161.67,65.43,7200,9160
2018 Mar 27,161.71,64.83,7400,9140
2018 Mar 28,161.67,64.62,7300,9090
2018 Mar 29,161.57,64.79,7000,9140
2018 Mar 30,161.59,65.01,7400,9180
2018 Mar 31,161.75,64.93,8300,9140
2018 Apr 01,,,,
2018 Apr 02,,,,
2018 Apr 03,,,,
2018 Apr 04,,,,
2018 Apr 05,,,,
2018 Apr 06,,,,
2018 Apr 07,,,,
2018 Apr 08,,,,
2018 Apr 09,,,,
2018 Apr 10,,,,
2018 Apr 11,,,,
2018 Apr 12,,,,
2018 Apr 13,,,,
2018 Apr 14,,,,
2018 Apr 15,,,,
2018 Apr 16,,,,
2018 Apr 17,,,,
2018 Apr 18,,,,
2018 Apr 19,,,,
2018 Apr 20,,,,
2018 Apr 21,,,,
2018 Apr 22,,,,
2018 Apr 23,,,,
2018 Apr 24,,,,
2018 Apr 25,,,,
2018 Apr 26,,,,
2018 Apr 27,,,,
2018 Apr 28,,,,
2018 Apr 29,,,,
2018 Apr 30,,,,
2018 May 01,161.06,64.61,9000,11900
2018 May 02,160.61,64.51,8900,13500
2018 May 03,160.13,64.39,9000,13600
2018 May 04,159.61,64.39,9500,13700
2018 May 05,159.57,64.25,14500,13700
2018 May 06,160.18,64.34,16800,13400
2018 May 07,160.13,64.28,12000,13600
2018 May 08,159.90,64.31,10500,13600
2018 May 09,159.48,64.44,11000,13700
2018 May 10,159.01,64.35,11000,13800
2018 May 11,158.31,66.81,10000,17100
2018 May 12,157.86,64.59,9800,15300
2018 May 13,157.28,65.27,9800,15500
2018 May 14,156.71,65.88,10200,15600
2018 May 15,156.14,64.88,10800,15700
2018 May 16,155.43,66.84,10000,17400
2018 May 17,154.67,67.18,11000,11800
2018 May 18,154.09,67.02,12500,18200
2018 May 19,153.96,64.94,13200,14900
2018 May 20,153.80,64.82,14300,16000
2018 May 21,153.43,65.26,14300,17600
2018 May 22,152.98,66.63,18500,19400
2018 May 23,152.96,66.59,23000,20100
2018 May 24,153.11,67.82,25000,24100
2018 May 25,153.05,67.98,19000,26200
2018 May 26,152.75,67.98,16500,24200
2018 May 27,152.40,67.56,16000,21300
2018 May 28,151.73,67.73,16000,23900
2018 May 29,150.99,67.62,14000,22400
2018 May 30,150.21,67.38,14800,22600
2018 May 31,149.99,66.07,14800,19600
2018 Jun 01,149.51,65.69,14000,19700
2018 Jun 02,149.06,65.89,14000,18700
2018 Jun 03,148.39,66.37,14000,19200
2018 Jun 04,147.62,65.24,13000,20200
2018 Jun 05,147.10,65.17,13000,19300
2018 Jun 06,146.46,65.20,13000,18800
2018 Jun 07,145.78,66.13,12800,19500
2018 Jun 08,145.66,65.03,12700,15400
2018 Jun 09,145.30,64.70,11800,15400
2018 Jun 10,145.31,64.52,11600,11200
2018 Jun 11,145.24,64.59,12000,12100
2018 Jun 12,145.54,64.76,12800,11300
2018 Jun 13,145.40,65.37,12700,15400
2018 Jun 14,145.62,64.63,12500,12800
2018 Jun 15,145.44,65.15,12300,14500
2018 Jun 16,145.33,64.63,12800,13700
2018 Jun 17,145.60,64.46,11500,10800
2018 Jun 18,145.46,64.94,12500,13200
2018 Jun 19,145.68,65.57,15200,15000
2018 Jun 20,145.46,64.87,16500,16000
2018 Jun 21,145.71,65.21,16700,15700
2018 Jun 22,145.88,65.48,18000,17100
2018 Jun 23,145.52,66.87,18300,20900
2018 Jun 24,145.83,66.67,17500,16400
2018 Jun 25,145.21,66.92,17500,22100
2018 Jun 26,145.53,65.32,18000,17500
2018 Jun 27,145.50,66.90,22400,21000
2018 Jun 28,145.50,66.90,26000,25300
2018 Jun 29,145.32,67.59,25500,26400
2018 Jun 30,145.83,67.94,25800,24700
2018 Jul 01,145.66,68.16,27000,28200
2018 Jul 02,145.91,67.55,29200,27300
2018 Jul 03,145.43,68.31,28500,31800
2018 Jul 04,145.28,68.02,43200,32000
2018 Jul 05,146.14,69.07,50000,39800
2018 Jul 06,147.85,69.60,44800,39100
2018 Jul 07,148.81,69.67,38500,38900
2018 Jul 08,148.38,70.20,33800,40900
2018 Jul 09,147.54,69.06,36500,40600
2018 Jul 10,147.54,68.92,34000,38000
2018 Jul 11,146.97,69.47,39500,38500
2018 Jul 12,146.19,69.84,47000,43000
2018 Jul 13,147.27,69.36,57000,40900
2018 Jul 14,149.75,69.15,59600,39100
2018 Jul 15,152.48,69.93,48000,42800
2018 Jul 16,153.46,70.12,39000,40700
2018 Jul 17,153.41,70.39,48000,41600
2018 Jul 18,154.08,70.49,49500,41700
2018 Jul 19,156.00,70.52,41500,36900
2018 Jul 20,156.57,69.16,31500,32600
2018 Jul 21,156.77,68.91,25800,29100
2018 Jul 22,156.50,68.94,30000,30600
2018 Jul 23,156.17,68.94,25000,30800
2018 Jul 24,155.48,68.95,23100,29800
2018 Jul 25,154.57,68.77,22400,29700
2018 Jul 26,153.58,67.90,24000,29900
2018 Jul 27,152.75,67.83,24500,30100
2018 Jul 28,152.15,67.47,23400,30100
2018 Jul 29,151.65,67.34,26800,30300
2018 Jul 30,151.28,67.32,28500,30300
2018 Jul 31,150.86,67.37,31000,30700
2018 Aug 01,150.86,67.45,30000,30700
2018 Aug 02,150.87,67.29,32500,30300
2018 Aug 03,151.29,68.22,34800,30600
2018 Aug 04,152.01,68.01,38000,30700
2018 Aug 05,153.51,68.34,43500,30000
2018 Aug 06,155.48,68.52,36800,25200
2018 Aug 07,156.22,68.65,27700,28800
2018 Aug 08,155.82,68.76,24400,29600
2018 Aug 09,155.28,68.68,27500,29300
2018 Aug 10,154.87,67.91,27600,29100
2018 Aug 11,154.41,67.64,25500,29100
2018 Aug 12,154.41,67.69,23400,29200
2018 Aug 13,153.40,67.23,26500,29100
2018 Aug 14,153.42,67.11,24000,29300
2018 Aug 15,152.63,67.12,25800,29400
2018 Aug 16,152.15,67.07,36000,28800
2018 Aug 17,151.76,66.89,25500,28300
2018 Aug 18,151.49,67.07,30500,28700
2018 Aug 19,151.93,66.95,30000,28300
2018 Aug 20,152.49,66.84,29000,28000
2018 Aug 21,152.13,67.13,25000,29100
2018 Aug 22,151.28,67.09,21000,29100
2018 Aug 23,149.92,67.29,23500,29100
2018 Aug 24,149.47,66.82,25000,27200
2018 Aug 25,150.14,66.60,24000,23300
2018 Aug 26,150.96,66.94,21000,20000
2018 Aug 27,151.15,66.93,19300,20500
2018 Aug 28,150.98,66.02,17900,20500
2018 Aug 29,150.64,66.49,17400,20700
2018 Aug 30,150.33,66.31,19000,21300
2018 Aug 31,150.23,66.55,18800,21600
2018 Sep 01,150.58,65.48,17500,17200
2018 Sep 02,150.83,65.99,16000,17300
2018 Sep 03,150.77,65.98,15400,18000
2018 Sep 04,150.60,65.50,15000,18000
2018 Sep 05,150.69,65.54,19400,18000
2018 Sep 06,151.35,65.46,18400,17700
2018 Sep 07,151.54,66.04,16000,17700
2018 Sep 08,151.52,65.41,18500,16000
2018 Sep 09,152.39,64.97,15100,15800
2018 Sep 10,152.49,65.24,14500,16800
2018 Sep 11,152.60,65.62,14500,16200
2018 Sep 12,152.56,65.61,16000,16900
2018 Sep 13,152.93,65.03,18800,16600
2018 Sep 14,153.68,64.93,19500,16800
2018 Sep 15,154.66,64.78,19000,13900
2018 Sep 16,155.53,66.04,18900,13900
2018 Sep 17,156.47,65.59,21000,14900
2018 Sep 18,157.45,67.67,21800,14900
2018 Sep 19,158.50,65.06,22800,15400
2018 Sep 20,159.58,65.22,27500,17200
2018 Sep 21,160.84,65.23,24000,17100
2018 Sep 22,161.69,65.22,22500,16800
2018 Sep 23,162.61,65.06,19500,16700
2018 Sep 24,163.00,65.34,19800,17700
2018 Sep 25,163.65,64.74,22000,17800
2018 Sep 26,164.49,64.80,25300,18000
2018 Sep 27,164.87,67.34,23000,22900
2018 Sep 28,165.00,66.74,19500,22800
2018 Sep 29,165.12,66.95,20000,20800
2018 Sep 30,165.67,65.63,21500,17100
2018 Oct 01,166.80,65.20,22500,13700
2018 Oct 02,167.91,63.35,23500,13600
2018 Oct 03,169.04,65.07,24500,15600
2018 Oct 04,169.79,66.56,23800,20400
2018 Oct 05,170.55,66.99,22500,19800
2018 Oct 06,171.20,67.20,24700,20900
2018 Oct 07,171.67,67.35,22500,22400
2018 Oct 08,171.74,67.08,20000,21400
2018 Oct 09,171.67,66.98,18000,21300
2018 Oct 10,171.68,67.12,18500,21700
2018 Oct 11,171.75,67.21,21000,18400
2018 Oct 12,172.35,65.30,19700,16600
2018 Oct 13,172.74,65.00,17000,15800
2018 Oct 14,173.05,65.53,17000,15800
2018 Oct 15,173.40,65.52,18500,15700
2018 Oct 16,173.61,65.88,17500,17000
2018 Oct 17,173.75,65.44,15600,14400
2018 Oct 18,173.73,65.22,15000,16900
2018 Oct 19,173.75,65.44,15200,16900
2018 Oct 20,173.83,65.44,15500,15900
2018 Oct 21,174.02,65.56,15600,15900
2018 Oct 22,174.18,65.62,15500,15900
2018 Oct 23,174.33,65.36,15300,15100
2018 Oct 24,174.44,65.30,15000,15200
2018 Oct 25,174.62,65.56,16000,15700
2018 Oct 26,174.68,65.91,16200,16400
2018 Oct 27,174.60,65.05,14800,16400
2018 Oct 28,174.53,65.36,13000,15900
2018 Oct 29,174.51,65.36,12500,12900
2018 Oct 30,174.32,66.03,13000,11100
2018 Oct 31,174.92,65.80,12000,12300
2018 Nov 01,174.71,65.35,12000,15100
2018 Nov 02,174.55,65.32,11800,14700
2018 Nov 03,174.41,65.40,11000,14100
2018 Nov 04,174.28,65.04,11000,13500
2018 Nov 05,174.16,65.74,11000,13600
2018 Nov 06,174.23,65.27,10700,11700
2018 Nov 07,174.34,64.79,10700,11700
2018 Nov 08,174.38,64.91,10600,12400
2018 Nov 09,174.38,65.47,12900,12900
2018 Nov 10,174.93,64.94,11000,11700
2018 Nov 11,174.68,65.33,11800,11700
2018 Nov 12,174.76,65.24,10800,12200
2018 Nov 13,174.56,64.98,11600,14000
2018 Nov 14,174.42,65.15,11000,14000
2018 Nov 15,174.30,65.37,10200,13700
2018 Nov 16,174.11,64.93,9900,13500
2018 Nov 17,174.34,64.76,9500,11100
2018 Nov 18,174.10,64.97,9000,11200
2018 Nov 19,174.38,65.47,12900,12900
2018 Nov 20,173.95,65.32,9300,12300
2018 Nov 21,174.29,65.76,8800,9800
2018 Nov 22,174.22,65.79,8000,9900
2018 Nov 23,174.23,65.06,8500,9830
2018 Nov 24,174.42,65.15,8000,7980
2018 Nov 25,174.49,65.18,7550,7990
2018 Nov 26,174.37,65.81,6800,9200
2018 Nov 27,174.33,65.57,6500,8660
2018 Nov 28,174.32,65.80,6500,7880
2018 Nov 29,174.34,65.67,6600,7800
2018 Nov 30,174.36,65.79,6280,8010
2018 Dec 01,174.30,65.55,6000,8010
2018 Dec 02,174.24,65.57,5800,8010
2018 Dec 03,174.21,65.56,5700,8010
2018 Dec 04,174.13,65.24,5700,7390
2018 Dec 05,174.14,65.23,5700,7440
2018 Dec 06,174.08,65.10,5700,7380
2018 Dec 07,174.09,65.25,6000,7380
2018 Dec 08,174.06,65.93,6000,8320
2018 Dec 09,174.17,65.37,6300,8770
2018 Dec 10,174.27,65.51,7000,8780
2018 Dec 11,174.38,65.64,7000,8790
2018 Dec 12,174.42,65.76,7200,9130
2018 Dec 13,174.22,65.59,6500,7400
2018 Dec 14,174.46,65.41,7500,9120
2018 Dec 15,174.49,65.22,7200,9100
2018 Dec 16,174.46,65.26,7000,9110
2018 Dec 17,174.36,65.08,6850,9110
2018 Dec 18,174.31,66.05,6500,8320
2018 Dec 19,174.22,65.81,6300,8470
2018 Dec 20,174.15,64.64,6400,8460
2018 Dec 21,174.14,65.66,6500,8530
2018 Dec 22,174.22,65.59,6500,7400
2018 Dec 23,174.24,65.32,6300,7370
2018 Dec 24,174.25,64.91,6300,7960
2018 Dec 25,174.32,65.27,6500,7980
2018 Dec 26,174.33,65.85,6300,8020
2018 Dec 27,174.32,65.47,6200,8000
2018 Dec 28,174.26,65.53,6200,9130
2018 Dec 29,174.30,66.01,6200,9170
2018 Dec 30,174.35,66.00,6800,9150
2018 Dec 31,174.38,65.64,7000,8790
2019 Jan 01,174.57,65.52,7200,7980
2019 Jan 02,174.45,65.52,7000,10500
2019 Jan 03,174.35,64.72,7000,10400
2019 Jan 04,174.22,65.82,7200,11100
2019 Jan 05,173.99,64.64,7000,11100
2019 Jan 06,173.74,65.24,6500,11100
2019 Jan 07,173.54,66.02,6500,11200
2019 Jan 08,173.29,65.96,6700,11300
2019 Jan 09,173.00,65.62,6200,11900
2019 Jan 10,172.78,65.76,6600,11900
2019 Jan 11,172.60,65.64,7000,8790
2019 Jan 12,172.46,66.00,6600,10200
2019 Jan 13,172.28,65.76,6600,10100
2019 Jan 14,172.06,65.77,6600,11300
2019 Jan 15,171.86,65.36,6800,11300
2019 Jan 16,171.65,65.62,6800,11400
2019 Jan 17,171.48,65.05,6800,10800
2019 Jan 18,171.28,65.24,6800,10700
2019 Jan 19,171.15,65.52,6700,9870
2019 Jan 20,170.97,65.25,6600,9870
2019 Jan 21,170.84,65.25,6400,9870
2019 Jan 22,170.60,64.48,6400,9840
2019 Jan 23,170.55,64.95,6300,7440
2019 Jan 24,170.56,65.17,6300,7250
2019 Jan 25,170.59,65.14,6500,7250
2019 Jan 26,170.64,64.82,6700,7230
2019 Jan 27,170.68,65.29,6700,7250
2019 Jan 28,170.71,65.19,6700,7240
2019 Jan 29,170.75,65.51,6600,7260
2019 Jan 30,170.84,65.56,6500,7260
2019 Jan 31,170.84,65.21,6500,7240
2019 Feb 01,170.91,65.10,6500,7230
2019 Feb 02,170.96,65.45,6500,7240
2019 Feb 03,170.95,65.59,5600,7260
2019 Feb 04,170.84,65.85,5500,8380
2019 Feb 05,170.72,65.54,5400,8390
2019 Feb 06,170.59,65.12,5200,8380
2019 Feb 07,170.39,65.53,5100,8420
2019 Feb 08,170.22,65.56,4800,8700
2019 Feb 09,170.20,65.32,4850,6390
2019 Feb 10,169.95,65.75,5000,9380
2019 Feb 11,169.84,65.75,5100,7900
2019 Feb 12,169.65,65.67,5300,9490
2019 Feb 13,169.53,65.71,5400,8590
2019 Feb 14,169.38,65.26,5300,8790
2019 Feb 15,169.20,65.00,5200,7980
2019 Feb 16,169.02,65.10,5200,8000
2019 Feb 17,168.94,65.56,6500,8380
2019 Feb 18,168.90,65.16,6600,9300
2019 Feb 19,168.85,65.12,6600,9140
2019 Feb 20,168.83,65.02,6600,8350
2019 Feb 21,168.83,65.04,6800,8350
2019 Feb 22,168.84,65.11,7000,8340
2019 Feb 23,168.90,64.58,7200,8290
2019 Feb 24,168.97,64.71,7200,8310
2019 Feb 25,168.98,65.05,7200,8350
2019 Feb 26,169.02,65.13,7200,8330
2019 Feb 27,169.02,64.88,7300,9500
2019 Feb 28,168.97,64.57,8300,9490
2019 Mar 01,168.93,65.10,7800,9520
2019 Mar 02,170.96,65.45,6500,7240
2019 Mar 03,168.99,64.78,7700,9500
2019 Mar 04,168.85,65.01,7200,9530
2019 Mar 05,169.02,65.21,7300,6820
2019 Mar 06,169.02,65.21,7300,6820
2019 Mar 07,169.11,65.37,7500,6820
2019 Mar 08,169.14,65.23,7500,6810
2019 Mar 09,169.31,64.98,7500,6750
2019 Mar 10,169.31,64.98,7500,6750
2019 Mar 11,169.50,65.17,7800,6820
2019 Mar 12,169.70,65.15,8200,6770
2019 Mar 13,169.72,65.16,7800,6570
2019 Mar 14,169.84,65.23,7500,6750
2019 Mar 15,169.80,64.42,7300,9380
2019 Mar 16,169.66,64.55,6500,9380
2019 Mar 17,169.41,64.98,6300,9440
2019 Mar 18,169.20,65.17,6200,9470
2019 Mar 19,168.87,64.57,6000,9450
2019 Mar 20,168.20,64.98,6000,9490
2019 Mar 21,168.35,64.92,6800,9560
2019 Mar 22,168.18,64.89,6800,9590
2019 Mar 23,168.00,64.98,6600,9610
2019 Mar 24,167.82,65.03,7000,9620
2019 Mar 25,167.59,64.91,7000,9630
2019 Mar 26,167.39,64.90,7000,9660
2019 Mar 27,167.41,64.56,6900,10400
2019 Mar 28,166.80,64.63,7000,10400
2019 Mar 29,166.41,64.70,6600,10500
2019 Mar 30,166.05,64.49,6500,10500
2019 Mar 31,165.81,64.45,6800,10500
2019 Apr 01,165.44,64.64,6600,10600
2019 Apr 02,165.14,64.54,9000,10600
2019 Apr 03,164.94,64.37,7600,10600
2019 Apr 04,164.74,64.46,7400,10700
2019 Apr 05,164.45,64.30,7000,10700
2019 Apr 06,163.99,64.72,6400,10800
2019 Apr 07,163.53,64.53,6200,10800
2019 Apr 08,163.06,64.33,6200,10800
2019 Apr 09,162.75,64.25,8500,10900
2019 Apr 10,162.43,64.19,6800,10900
2019 Apr 11,162.15,64.24,6800,10900
2019 Apr 12,161.82,64.73,6700,9010
2019 Apr 13,161.41,64.37,7800,11000
2019 Apr 14,161.16,64.30,7600,11000
2019 Apr 15,160.83,64.70,6800,11100
2019 Apr 16,160.56,65.46,7100,11200
2019 Apr 17,163.53,64.78,6800,8840
2019 Apr 18,159.97,64.52,7200,11100
2019 Apr 19,159.73,64.57,8500,11200
2019 Apr 20,159.67,64.27,10000,11200
2019 Apr 21,159.76,64.44,10000,11200
2019 Apr 22,159.75,64.73,10000,11200
2019 Apr 23,159.68,64.19,8200,11200
2019 Apr 24,159.48,64.31,9400,11300
2019 Apr 25,159.38,64.33,9800,11700
2019 Apr 26,159.18,64.88,10200,11800
2019 Apr 27,159.11,64.42,10500,11800
2019 Apr 28,159.07,64.62,9500,10500
2019 Apr 29,159.00,64.55,9800,10500
2019 Apr 30,158.92,64.68,10300,10600
2019 May 01,158.98,64.75,9500,10600
2019 May 02,158.89,64.69,9000,10600
2019 May 03,158.67,64.78,8600,10600
2019 May 04,158.40,64.76,8800,11500
2019 May 05,158.04,64.85,8800,11500
2019 May 06,157.65,64.86,6400,12400
2019 May 07,157.22,64.49,6200,12400
2019 May 08,156.72,64.53,6200,12600
2019 May 09,156.45,64.32,8500,11600
2019 May 10,156.37,64.68,6800,12600
2019 May 11,156.33,64.35,12200,12700
2019 May 12,156.37,64.63,12600,12800
2019 May 13,156.34,64.37,12200,12700
2019 May 14,155.79,64.30,12000,18100
2019 May 15,155.51,65.90,13800,17200
2019 May 16,154.93,66.45,13800,20000
2019 May 17,154.43,66.41,14800,20300
2019 May 18,153.47,67.07,16400,20600
2019 May 19,156.45,64.32,17000,20800
2019 May 20,156.37,64.68,19500,23100
2019 May 21,152.70,67.79,18600,24100
2019 May 22,152.27,67.84,18500,23800
2019 May 23,151.66,67.78,18600,24100
2019 May 24,151.05,67.47,16000,23500
2019 May 25,150.70,67.28,17000,21400
2019 May 26,151.37,65.49,17300,14400
2019 May 27,151.29,65.90,16200,12400
2019 May 28,150.78,65.80,14500,18400
2019 May 29,150.12,65.89,15800,18900
2019 May 30,149.64,66.61,16000,20200
2019 May 31,149.01,66.78,16400,21300
2019 Jun 01,148.37,66.88,14900,21600
2019 Jun 02,147.83,66.61,14600,20200
2019 Jun 03,147.09,66.84,14200,21900
2019 Jun 04,146.33,67.47,14000,21400
2019 Jun 05,145.46,67.57,14500,20500
2019 Jun 06,144.94,67.20,17000,19200
2019 Jun 07,145.53,64.94,16500,16800
2019 Jun 08,145.73,66.16,14500,16900
2019 Jun 09,146.07,65.04,15800,15600
2019 Jun 10,146.29,66.20,16000,16700
2019 Jun 11,145.86,65.27,15000,19000
2019 Jun 12,145.47,65.28,16500,19100
2019 Jun 13,145.24,66.99,16500,20000
2019 Jun 14,145.19,65.34,17000,19200
2019 Jun 15,145.59,65.77,17000,16900
2019 Jun 16,146.17,65.46,20500,16600
2019 Jun 17,146.13,67.02,19800,21300
2019 Jun 18,145.70,67.57,20500,24200
2019 Jun 19,145.73,67.33,15800,15600
2019 Jun 20,145.29,67.46,15800,22000
2019 Jun 21,145.28,67.00,16900,18500
2019 Jun 22,145.85,67.04,25000,18200
2019 Jun 23,146.23,68.60,30000,28900
2019 Jun 24,146.84,68.07,25000,25700
2019 Jun 25,146.07,68.17,21800,27600
2019 Jun 26,145.46,68.16,20000,26500
2019 Jun 27,145.61,67.56,18900,21800
2019 Jun 28,145.30,67.47,27000,22500
2019 Jun 29,145.79,68.70,31500,31000
2019 Jun 30,145.80,68.86,33500,32000
2019 Jul 01,146.18,68.98,26500,31700
2019 Jul 02,145.53,68.70,22400,31300
2019 Jul 03,145.60,67.38,19300,22500
2019 Jul 04,145.92,66.84,18000,20500
2019 Jul 05,145.56,66.88,18000,22200
2019 Jul 06,145.59,65.82,17800,19200
2019 Jul 07,145.63,66.57,17600,18900
2019 Jul 08,145.63,66.09,18000,19200
2019 Jul 09,145.53,66.35,20500,20600
2019 Jul 10,145.45,66.79,23500,23100
2019 Jul 11,145.45,65.93,21000,21400
2019 Jul 12,145.13,68.20,19500,24500
2019 Jul 13,145.81,65.64,20100,19500
2019 Jul 14,146.54,66.03,20800,19400
2019 Jul 15,146.44,67.42,20600,24400
2019 Jul 16,145.95,66.31,20800,24500
2019 Jul 17,145.61,66.08,21000,24100
2019 Jul 18,145.74,66.10,26500,23200
2019 Jul 19,146.88,67.59,35000,24100
2019 Jul 20,148.58,67.98,35000,26100
2019 Jul 21,150.18,68.14,34000,26900
2019 Jul 22,150.95,68.76,19500,24500
2019 Jul 23,151.58,68.83,20100,19500
2019 Jul 24,152.61,68.94,42000,31400
2019 Jul 25,154.36,68.58,38500,29800
2019 Jul 26,155.40,68.57,32000,29100
2019 Jul 27,155.50,68.83,29000,31100
2019 Jul 28,150.48,69.13,24500,31500
2019 Jul 29,153.49,68.90,35000,24100
2019 Jul 30,151.77,69.06,23000,34800
2019 Jul 31,150.48,69.07,31500,34700
2019 Aug 01,146.04,69.05,30500,34800
2019 Aug 02,149.43,68.85,24200,33300
2019 Aug 03,148.29,68.74,21000,31200
2019 Aug 04,146.87,68.75,32000,31200
2019 Aug 05,146.04,68.94,18000,22200
2019 Aug 06,149.11,68.86,28000,32000
2019 Aug 07,145.78,68.06,35000,31900
2019 Aug 08,146.52,68.64,45000,32000
2019 Aug 09,148.56,69.17,32500,32700
2019 Aug 10,149.11,68.86,28000,32000
2019 Aug 11,148.81,68.77,25000,28900
2019 Aug 12,148.07,68.52,19500,24500
2019 Aug 13,146.70,68.65,23000,29500
2019 Aug 14,146.83,67.82,18500,23300
2019 Aug 15,146.44,67.42,20600,24400
2019 Aug 16,146.31,66.79,22000,24900
2019 Aug 17,146.16,67.14,20800,22500
2019 Aug 18,146.26,66.15,18000,20200
2019 Aug 19,145.99,67.02,21500,17600
2019 Aug 20,145.75,66.19,15500,21100
2019 Aug 21,145.57,66.42,16000,21800
2019 Aug 22,149.82,67.10,26000,21200
2019 Aug 23,145.91,67.45,22000,21400
2019 Aug 24,146.47,67.48,27000,22100
2019 Aug 25,147.64,67.11,25000,18200
2019 Aug 26,147.80,67.79,19800,24800
2019 Aug 27,146.69,67.11,18000,27600
2019 Aug 28,145.52,67.06,18500,28200
2019 Aug 29,145.90,66.62,16800,19000
2019 Aug 30,145.53,66.56,16000,19000
2019 Aug 31,145.78,65.23,14500,16300
2019 Sep 01,146.08,65.17,13500,13600
2019 Sep 02,145.98,65.59,13600,15000
2019 Sep 03,146.09,65.74,13600,14000
2019 Sep 04,146.34,65.39,13600,13600
2019 Sep 05,146.47,65.21,12500,13600
2019 Sep 06,146.28,65.17,12400,15400
2019 Sep 07,146.34,65.18,13500,15300
2019 Sep 08,146.46,65.95,13600,15500
2019 Sep 09,146.52,65.96,14800,16200
2019 Sep 10,146.86,65.69,17500,16100
2019 Sep 11,147.63,65.39,20800,10700
2019 Sep 12,149.17,65.27,28000,16500
2019 Sep 13,151.33,66.40,22500,12800
2019 Sep 14,152.60,66.28,22500,12500
2019 Sep 15,154.24,65.51,30800,15100
2019 Sep 16,156.57,66.91,39800,19300
2019 Sep 17,158.85,67.62,33500,32300
2019 Sep 18,160.07,67.47,24500,22900
2019 Sep 19,160.24,67.25,21000,22800
2019 Sep 20,160.42,67.51,20500,22800
2019 Sep 21,160.55,67.22,18500,20500
2019 Sep 22,160.49,67.35,18500,20500
2019 Sep 23,160.55,67.32,19000,20600
2019 Sep 24,160.81,67.29,19000,19700
2019 Sep 25,161.05,65.79,19000,18700
2019 Sep 26,161.27,65.55,19000,18600
2019 Sep 27,161.71,65.60,18500,17000
2019 Sep 28,162.02,65.32,17000,17200
2019 Sep 29,162.65,65.19,19000,15000
2019 Sep 30,163.31,65.46,18800,15600
2019 Oct 01,164.11,66.35,17000,12300
2019 Oct 02,164.63,66.48,14500,12200
2019 Oct 03,164.57,66.11,13000,15600
2019 Oct 04,164.65,64.68,13000,12100
2019 Oct 05,164.24,66.32,18000,17600
2019 Oct 06,164.72,65.12,22000,17300
2019 Oct 07,165.46,65.68,22000,17300
2019 Oct 08,166.38,65.59,25500,17100
2019 Oct 09,167.49,65.59,22500,16800
2019 Oct 10,168.09,65.41,20000,16700
2019 Oct 11,168.31,65.13,18500,17300
2019 Oct 12,168.77,65.50,19000,17300
2019 Oct 13,168.97,65.16,17000,17200
2019 Oct 14,168.96,65.65,16000,17200
2019 Oct 15,168.88,65.23,14300,17200
2019 Oct 16,168.96,65.69,17200,17300
2019 Oct 17,169.31,65.95,17000,16000
2019 Oct 18,169.84,65.96,18500,16400
2019 Oct 19,170.28,65.15,16000,15100
2019 Oct 20,170.28,65.46,15800,15200
